cryptocurrency_id,date_id,price_usd,market_cap,total_volume_24h
ripple,854,0.0077326922538828,251221618.52,352318.71
bitcoin,855,228.0672,3319968528.72,54615311.64
ethereum,855,1.322350879918967,96321049.69,1045589.32
ripple,855,0.0080513201918761,261573281.78,400770.25
bitcoin,856,230.0781,3350144206.29,58032869.77
ethereum,856,1.353368417391325,98608290.54,1197102.05
ripple,856,0.0078805003078413,256023643.13,606628.5
ripple,857,0.0077985804294402,253362209.86,396332.35
ethereum,857,1.350786688734447,98446826.49,610368.24
bitcoin,857,227.1631,3308579439.8,61479340.24
bitcoin,858,228.6427999999999,3331062656.78,47781609.22
ethereum,858,1.278810765308764,93224371.26,629746.12
ripple,858,0.0076743105916688,249324900.64,392641.48
bitcoin,859,226.5658,3301579143.2,43765322.15
ethereum,859,1.262770719520856,92075482.63,583923.75
ripple,859,0.0074022589325185,240486419.04,319693.86
bitcoin,860,230.0509,3353296684.94,55274502.38
ethereum,860,1.269520099878085,92596631.55,333502.66
ripple,860,0.0073311664891649,238176750.16,463667.67
bitcoin,861,234.7495,3422635972.53,58712579.1
ethereum,861,1.334976229386974,97402782.62,350815.47
ripple,861,0.007848370197436,254979792.16,847966.92
ethereum,862,1.29888313413515,94801706.71,317470.09
ripple,862,0.0078703066882992,255692470.3,283042.74
bitcoin,862,239.1288999999999,3487336313.15,70113446.3
bitcoin,863,240.503,3508277386.75,50336412.98
ripple,863,0.0079095544475545,256967561.21,232682.33
ethereum,863,1.256223439965584,91718481.32,487005.2
bitcoin,864,243.5587,3553698013.06,67754768.56
ethereum,864,1.236033260936938,90274690.4,419148.8
ripple,864,0.0078267665338381,254277926.99,193865.15
bitcoin,865,237.9452,3472697170.03,55993048.12
ethereum,865,1.206529945086729,88150718.67,367774.33
ripple,865,0.0076816917407864,249564701.23,232947.78
bitcoin,866,238.7763,3485799693.18,48531118.88
ethereum,866,1.167234841402144,85308945.82,639527.92
ripple,866,0.0076574316754086,248776534.23,233643.64
ripple,867,0.008419,273518554.32,77328.0
ethereum,867,0.976509092691504,71394234.95,1901710.69
bitcoin,867,240.0007956438866,3504653618.53,44294574.35
bitcoin,868,234.9098,3431133648.01,40541222.5
ethereum,868,1.038203585306107,75931677.01,800623.3
ripple,868,0.008214,266858463.62,24849.0
bitcoin,869,230.5048000000001,3367623264.42,46253457.41
ethereum,869,0.9386521502557872,68673818.8,658895.2
ripple,869,0.008538,277384655.75,63632.0
ripple,870,0.007412,240802889.25,270150.0
bitcoin,870,230.21,3364179590.25,52117340.61
ethereum,870,0.87402296242848,63965969.21,739213.73
bitcoin,871,229.9118,3360764475.47,58562863.2
ethereum,871,0.9418231857274298,68951445.23,725816.47
ripple,871,0.007716,250679316.44,680532.0
bitcoin,872,228.4640000000001,3340446394.8,51089489.85
ethereum,872,0.9032199195724052,66147947.58,629370.08
ripple,872,0.007426,241257724.72,317219.0
bitcoin,873,232.746,3403177100.1,54594105.83
ethereum,873,0.8830787289063511,64693831.08,910704.95
ripple,873,0.0073669999999999,239340918.12,541163.0
ripple,874,0.007529,244604014.19,501034.0
ethereum,874,0.8460709193872474,62003275.12,478606.4
bitcoin,874,232.354,3399002106.7,79606359.73
bitcoin,875,231.2732999999999,3383904198.11,39022087.91
ethereum,875,0.8821037996855977,64666306.23,387803.62
ripple,875,0.007482,243077066.57,441676.0
bitcoin,876,230.6597,3375670110.55,36477159.26
ethereum,876,0.9363277614869444,68666556.12,514836.11
ripple,876,0.0076349999999999,248047768.41,444690.0
bitcoin,877,226.4528,3314850054.32,36795275.82
ethereum,877,0.9010928790890972,66105164.81,429253.5
ripple,877,0.007247,235442328.44,245305.0
bitcoin,878,229.8831,3365879385.27,71785978.84
ethereum,878,0.8971422650551497,65835322.78,485738.96
ripple,878,0.007177,233168151.13,284055.0
bitcoin,879,229.8658,3366614506.8,53526673.24
ethereum,879,0.8940475222994914,65633959.75,204065.41
ripple,879,0.006675,216859050.97,973293.0
bitcoin,880,233.9255,3426856523.43,124125639.3
ethereum,880,0.8160373080893036,59927327.71,818263.07
ripple,880,0.006694,217476327.67,419912.0
bitcoin,881,234.9767,3443254571.12,115435785.46
ethereum,881,0.7405192998515878,54400658.25,901151.62
ripple,881,0.006649,216014356.54,408041.0
bitcoin,882,234.5278999999999,3437534062.27,93607431.45
ethereum,882,0.7778014991497727,57158415.44,379124.19
ripple,882,0.006506,211368537.17,438200.0
ripple,883,0.0065359999999999,212343184.59,270173.0
ethereum,883,0.7213584231130563,53028193.82,408380.64
bitcoin,883,232.8346999999999,3413577894.96,75776526.64
bitcoin,884,239.2765,3508852288.51,245683532.13
ethereum,884,0.5830570046974366,42874816.97,1214056.21
ripple,884,0.0063039999999999,204805911.21,574865.0
bitcoin,885,237.2262,3479847405.18,115160470.82
ethereum,885,0.657832489515796,48389042.9,936630.33
ripple,885,0.0055919999999999,181674279.1,970329.0
bitcoin,886,236.0463,3463401139.07,76056339.96
ethereum,886,0.7347630535971914,54065419.51,640217.62
ripple,886,0.005512,179075219.32,742544.0
bitcoin,887,237.7358,3489093808.33,72356986.65
ethereum,887,0.6858121897138929,50481342.53,588839.78
ripple,887,0.005446,176930994.99,568455.0
ethereum,888,0.6762217338750541,49792779.29,220969.48
ripple,888,0.005862,190446105.88,577241.0
bitcoin,888,237.2592999999999,3482919072.14,84448749.1
bitcoin,889,238.9718,3508906579.53,73353042.37
ripple,889,0.0055389999999999,179952401.99,405104.0
ethereum,889,0.6874757575411915,50638684.02,163820.85
bitcoin,890,238.6566,3505203181.93,78899567.08
ethereum,890,0.6675468579375702,49187272.35,104370.45
ripple,890,0.00524,170238416.04,355458.0
bitcoin,891,240.3238,3530596945.8,107434379.86
ethereum,891,0.6282550742429386,46307572.65,221647.21
ripple,891,0.005019,163058513.38,628117.0
ripple,892,0.005334,173292311.29,349986.0
bitcoin,892,246.444,3621402163.5,135776679.78
ethereum,892,0.64565776230867,47605896.39,268523.04
ethereum,893,0.6100126973575233,44984157.19,216715.51
ripple,893,0.0054509999999999,177093436.23,308791.0
bitcoin,893,243.2229000000001,3574397657.83,121587412.76
bitcoin,894,242.9008,3569664084.28,97564224.99
ethereum,894,0.6234833021554507,45977519.8,310876.14
ripple,894,0.0054509999999999,177093436.23,308791.0
bitcoin,895,244.2051,3588832044.47,109153976.98
ethereum,895,0.650768764684828,47989631.25,379233.12
ripple,895,0.005451,177093436.23,308791.0
bitcoin,896,245.3209,3607756618.65,89165069.7
ripple,896,0.005053,164163113.79,526102.0
ethereum,896,0.6297949417268295,46490996.55,145554.94
bitcoin,897,247.5392,3640379548.48,79268221.72
ethereum,897,0.6370439806918999,47026115.24,87074.8
ripple,897,0.005053,164163113.79,526102.0
bitcoin,898,245.5661,3611362597.28,108125413.62
ethereum,898,0.628787281832734,46416611.84,108895.53
ripple,898,0.005053,164163113.79,526102.0
bitcoin,899,249.4051,3667819987.0,164455688.1
ethereum,899,0.6026272723327593,44485499.3,297117.08
ripple,899,0.005053,164163113.79,526102.0
bitcoin,900,252.6956,3720285701.44,321865165.91
ethereum,900,0.517689435598842,38272635.02,944847.8
ripple,900,0.005446,180568728.83,297064.0
ethereum,901,0.5614990042588522,41527413.54,376563.07
ripple,901,0.0053939999999999,178844605.82,440223.0
bitcoin,901,254.6295530746221,3749948525.35,207297257.62
bitcoin,902,262.3735,3864938757.11,332398256.17
ethereum,902,0.5331480200007419,39443831.32,247071.25
ripple,902,0.0053949999999999,178877762.03,344095.0
bitcoin,903,270.3646,3983558775.51,271593080.8
ethereum,903,0.5490283089973744,40632190.62,317377.76
ripple,903,0.005189,172047582.42,391619.0
bitcoin,904,262.2345,3864772725.82,116712427.06
ethereum,904,0.5184445473595721,38382124.42,133661.67
ripple,904,0.004975,164952153.12,243534.0
ethereum,905,0.4870672984193326,36070935.31,240250.38
bitcoin,905,264.2094,3894955159.09,224715633.91
ripple,905,0.0050439999999999,167239931.73,302751.0
bitcoin,906,270.2663999999999,3985078068.0,319017395.23
ethereum,906,0.4329785990312485,32076052.63,352361.06
ripple,906,0.004735,156994662.32,407004.0
bitcoin,907,267.0187,3938178700.69,201630914.86
ethereum,907,0.4397689744048958,32590298.01,599041.01
ripple,907,0.0046939999999999,155635257.64,256746.0
bitcoin,908,273.5729999999999,4035872003.85,229034925.68
ethereum,908,0.5654615066780281,41918540.78,979304.07
ripple,908,0.004716,156364694.3,301573.0
bitcoin,909,277.3883999999999,4093191773.37,130573069.75
ethereum,909,0.540737766800056,40100107.01,866798.49
ripple,909,0.004673,154938977.19,296182.0
ethereum,910,0.5685737685118122,42179070.76,259157.66
ripple,910,0.004641,153877978.42,185315.0
bitcoin,910,282.9566,4176382824.68,168029249.38
bitcoin,911,284.749,4203955930.03,336860319.59
ethereum,911,0.6319388092249569,46895926.26,476617.74
ripple,911,0.00459,152187011.62,287547.0
bitcoin,912,285.5159,4215884952.01,221583939.26
ethereum,912,0.7439579097275092,55226993.79,1174026.82
ripple,912,0.00467,154839508.56,428659.0
bitcoin,913,294.8093999999999,4354732830.69,329397533.94
ripple,913,0.0046399999999999,153844822.21,360357.0
ethereum,913,0.8544552504832845,63451496.57,1887568.91
bitcoin,914,303.6366,4486177628.6,387209571.06
ethereum,914,1.010409721259424,75057962.81,2447633.8
ripple,914,0.004664,154640571.29,315213.0
ripple,915,0.0046369999999999,153745353.57,556971.0
bitcoin,915,313.9073,4639133966.83,543163761.47
ethereum,915,1.163748635576317,86478981.55,2236842.21
ripple,916,0.004837,160376595.91,1014070.0
bitcoin,916,325.8005999999999,4816269544.72,843340993.22
ethereum,916,1.041849054896385,77447839.43,2384550.0
ripple,917,0.004688,155436320.37,314981.0
bitcoin,917,312.2783,4617510889.91,321997491.8
ethereum,917,0.9070916284167456,67453442.48,652271.59
bitcoin,918,324.9970999999999,4806796483.2,582434357.37
ethereum,918,1.058541941291151,78742733.25,603996.2
ripple,918,0.004918,163062249.06,485171.0
bitcoin,919,350.7678,5189223756.42,636690229.01
ethereum,919,0.955045860320044,71066352.06,970665.68
ripple,919,0.005117,169660335.18,583592.0
bitcoin,920,398.2369,5893149469.89,987283928.32
ethereum,920,1.002344802929553,74613449.56,1878273.01
ripple,920,0.005362,177783607.04,1025490.0
bitcoin,921,404.3588,5985308848.63,984425381.79
ethereum,921,0.9018086605486008,67152505.55,3218064.88
ripple,921,0.0049189999999999,163095405.27,1275000.0
ripple,922,0.004522,149932389.23,1246000.0
ethereum,922,0.906601136813436,67532501.1,1202885.38
bitcoin,922,387.473,5736789622.45,913505444.8
bitcoin,923,372.8260000000001,5521254799.2,770242854.48
ethereum,923,0.9094421987209234,67767390.1,913629.17
ripple,923,0.004561,151225481.49,794178.0
bitcoin,924,387.0599999999999,5733490750.5,462741972.47
ethereum,924,0.922482091197951,68761146.28,904631.87
ripple,924,0.0046929999999999,155602101.43,363671.0
bitcoin,925,371.5020000000001,5504396533.2,264157489.62
ethereum,925,1.030499514179018,76839299.32,1040086.75
ripple,925,0.004649,154143228.11,315374.0
bitcoin,926,380.6439999999999,5641277305.4,420137368.37
ethereum,926,0.9958029845225516,74277547.08,1972521.39
ripple,926,0.0046059999999999,152717511.01,304132.0
bitcoin,927,336.8729999999999,4993780086.52,620473336.37
ethereum,927,0.93483422190165,69753492.14,865031.54
ripple,927,0.0043989999999999,145854175.19,406969.0
ripple,928,0.004236,140449712.69,453354.0
bitcoin,928,305.9829999999999,4537161821.45,572707252.53
ethereum,928,0.7887611772679245,58873875.71,1243322.75
bitcoin,929,337.955,5012582355.5,546923067.47
ethereum,929,0.90074206650109,67254888.2,826829.67
ripple,929,0.004503,149302421.21,488065.0
bitcoin,930,337.372,5005284729.2,414918018.07
ethereum,930,0.9040815579448992,67527257.41,545086.27
ripple,930,0.004477,148440359.7,335490.0
bitcoin,931,331.501,4919391964.75,131135195.64
ethereum,931,0.8842289054037304,66066714.49,361586.12
ripple,931,0.004318,143168522.05,137048.0
ripple,932,0.004165,138095621.66,274004.0
bitcoin,932,320.484,4757160338.7,237800138.66
ethereum,932,0.910825548196164,68078325.79,432023.41
bitcoin,933,331.353,4919473733.62,239442892.61
ethereum,933,0.933840783957846,69812830.41,616346.93
ripple,933,0.0041759999999999,138460339.99,221757.0
bitcoin,934,335.111,4976968038.7,236625919.27
ethereum,934,0.9952733578828388,74440734.3,1128249.54
ripple,934,0.0042509999999999,140947055.86,251917.0
ripple,935,0.004264,141378086.62,250305.0
bitcoin,935,335.447,4983266453.2,185981663.29
ethereum,935,0.9944285799213992,74402718.75,687203.33
bitcoin,936,325.5680000000001,4837533520.0,206391901.27
ethereum,936,0.9514712892422664,71212297.76,434385.48
ripple,936,0.0042259999999999,140118150.57,176114.0
bitcoin,937,321.417,4777269083.55,123560944.18
ethereum,937,0.926803118959178,69388368.58,606560.34
ripple,937,0.004221,139952369.51,290405.0
ripple,938,0.004243,140681806.17,205374.0
bitcoin,938,325.159,4834317690.45,199949522.19
ethereum,938,0.9735724342696528,72914368.8,454926.92
bitcoin,939,323.395,4809449591.25,167053005.4
ethereum,939,0.96473853235469,72276339.25,371962.88
ripple,939,0.004268,141510711.46,173958.0
bitcoin,940,322.8290000000001,4802404204.0,188739479.44
ethereum,940,0.9452203362307195,70839197.82,437126.39
ripple,940,0.004288,142173835.7,311516.0
ripple,941,0.0042369999999999,140482868.9,178928.0
ethereum,941,0.8993611354663962,67424299.4,354914.09
bitcoin,941,319.9789999999999,4761183526.82,103800161.91
ripple,942,0.0043129999999999,143002740.99,203575.0
bitcoin,942,328.1689999999999,4884311515.72,714595229.54
ethereum,942,0.8677070917677269,65072847.33,708867.18
ripple,943,0.00427,141577023.89,387565.0
bitcoin,943,356.245,5303722123.25,1237550807.65
ethereum,943,0.8948747707881739,67132055.61,959696.47
bitcoin,944,359.011,5346023825.73,895711315.71
ethereum,944,0.8707128002545287,65341845.39,398595.5
ripple,944,0.0042869999999999,142140679.49,205816.0
bitcoin,945,356.212,5305804455.9,667783121.78
ethereum,945,0.9173987754375574,68868768.29,465064.94
ripple,945,0.004237,142098133.0,198598.0
bitcoin,946,371.4880000000001,5534688265.6,921927632.16
ethereum,946,0.8717449537893333,65463342.97,436939.13
ripple,946,0.004293,143976229.63,198012.0
bitcoin,947,378.265,5637217098.62,1299027009.49
ethereum,947,0.8736009320890139,65624853.97,775372.54
ripple,947,0.004206,141058472.36,272886.0
ripple,948,0.004087,137067517.01,310073.0
ethereum,948,0.8750039976447704,65752486.03,643109.86
bitcoin,948,363.4499999999999,5417967322.5,523072117.51
ethereum,949,0.8227337811375524,61844779.03,494205.89
ripple,949,0.0041769999999999,140085886.6,330056.0
bitcoin,949,358.8199999999999,5350373990.5,1153668371.96
bitcoin,950,360.954,5383466480.7,1149814390.14
ethereum,950,0.8247651888810106,62018808.09,541681.14
ripple,950,0.0042599999999999,142869494.11,138497.0
bitcoin,951,362.7669999999999,5411894143.62,1039912869.97
ethereum,951,0.8387909512811372,63094325.08,241947.49
ripple,951,0.004773,160074200.8,900240.0
bitcoin,952,390.645,5829507439.88,1426331736.14
ethereum,952,0.8645837297560469,65056337.64,226084.41
ripple,952,0.005259,176373396.61,739699.0
bitcoin,953,394.0109999999999,5881283993.7,1512626609.73
ethereum,953,0.8349924869606098,62850264.42,429681.29
ripple,953,0.0053599999999999,179760678.04,998953.0
ripple,954,0.0055079999999999,184724219.15,755692.0
bitcoin,954,394.355,5887868033.12,1282263557.4
ethereum,954,0.8007502839259887,60292476.61,494657.62
ethereum,955,0.8188527088752511,61675859.11,435966.81
bitcoin,955,412.9300000000001,6167016640.75,954462002.25
ripple,955,0.006677,223929486.43,2402450.0
bitcoin,956,417.3679999999999,6235070986.2,1528970867.73
ethereum,956,0.7918293483107267,59661067.18,627128.93
ripple,956,0.0084899999999999,284732865.03,5761720.0
bitcoin,957,416.91,6230407267.5,1275837073.44
ethereum,957,0.8474422420390545,63872552.28,374543.01
ripple,957,0.008549,286711573.99,3200960.0
ripple,958,0.008445,283223680.23,3438320.0
bitcoin,958,452.4149999999999,6762812523.75,1623480958.45
ethereum,958,0.9167389424445134,69119370.63,765839.87
bitcoin,959,434.903,6502593547.98,1745413356.78
ethereum,959,0.9712583097472548,73250296.07,1385279.04
ripple,959,0.008466,283927966.47,1599100.0
bitcoin,960,435.8150000000001,6517994663.13,1484344615.62
ethereum,960,0.9583031735578238,72302484.28,279257.61
ripple,960,0.0087869999999999,294693484.69,1422940.0
ripple,961,0.007778,260854207.8,2102930.0
bitcoin,961,443.277,6631778541.6,1497157323.94
ethereum,961,0.9954898346339888,75133022.4,562723.39
bitcoin,962,464.9989999999999,6958907659.57,1555251795.36
ethereum,962,1.0170637001075,76787012.6,573171.62
ripple,962,0.0066839999999999,224164248.51,4949920.0
bitcoin,963,453.9139999999999,6794808883.75,896686369.83
ethereum,963,0.9889124423815732,74686005.23,207316.99
ripple,963,0.006754,226511869.31,1253530.0
ripple,964,0.0066919999999999,224432548.03,557414.0
bitcoin,964,456.473,6834975641.85,1302614351.28
ethereum,964,0.9402283251940492,71033582.41,641112.35
bitcoin,965,463.816,6946908498.6,1135226734.0
ethereum,965,0.921171783109932,69616990.99,297866.4
ripple,965,0.0063839999999999,214103016.53,839006.0
bitcoin,966,462.0529999999999,6922223916.85,556941126.99
ethereum,966,0.9096329169325174,68767429.85,333313.42
ripple,966,0.006284,210749272.54,469068.0
ethereum,967,0.9032316429089904,68305705.25,467489.59
ripple,967,0.00624,209273625.18,569171.0
bitcoin,967,441.1289999999999,6610549657.72,1175787490.62
bitcoin,968,437.8090000000001,6562505169.83,1416880180.0
ethereum,968,0.8968062870238118,67842615.39,543846.4
ripple,968,0.006271,210313285.82,519639.0
bitcoin,969,436.2370000000001,6540512246.93,1296402582.26
ethereum,969,0.8789593130596947,66514758.19,468144.56
ripple,969,0.0061869999999999,207496140.87,462921.0
ethereum,970,0.8675654552724993,65674405.65,333657.86
bitcoin,970,442.821,6640942254.9,955949147.61
ripple,970,0.0060279999999999,202163687.92,363393.0
ripple,971,0.0059709999999999,200252053.84,336219.0
ethereum,971,0.861363016488459,65226512.0,353090.34
bitcoin,971,454.907,6823821080.82,1418671442.06
ripple,972,0.0064879999999999,217590910.29,792755.0
bitcoin,972,455.7419999999999,6838203626.1,1058738142.2
ethereum,972,0.8707183439745884,65957619.84,169208.76
ripple,973,0.006182,207328453.67,685867.0
ethereum,973,0.8530178649009634,64637552.4,424123.1
bitcoin,973,417.092,6260008700.4,1725069505.99
ethereum,974,0.8588870868776094,65104495.78,208247.22
bitcoin,974,423.925,6364767557.5,1378749291.49
ripple,974,0.0063549999999999,213130430.77,472465.0
ethereum,975,0.8421696130307879,63858382.55,228592.59
ripple,975,0.006338,212560294.3,466009.0
bitcoin,975,420.708,6318056013.9,1310931884.67
bitcoin,976,432.1540000000001,6491698545.65,1176234726.8
ethereum,976,0.8694878107781919,65951485.16,211396.57
ripple,976,0.0062479999999999,209541924.7,315986.0
bitcoin,977,426.811,6413208734.62,1227648166.04
ethereum,977,0.9003543017405369,68315404.55,584414.47
ripple,977,0.00619,207596753.19,270827.0
ethereum,978,0.9365399677803522,71083912.7,668846.07
bitcoin,978,431.139,6479728151.18,1310033274.61
ripple,978,0.006043,202666749.52,375142.0
ripple,979,0.0059399999999999,199212393.2,202906.0
ethereum,979,0.9463133430749894,71849843.67,202032.13
bitcoin,979,434.4269999999999,6530621623.57,1338781510.59
bitcoin,980,434.3260000000001,6530688608.25,769869067.6
ethereum,980,0.9381261621726148,71252107.97,252880.24
ripple,980,0.0060719999999999,203639335.27,278544.0
bitcoin,981,430.198,6470199429.9,984185979.65
ethereum,981,0.9721969755035614,73864483.22,402755.91
ripple,981,0.0060079999999999,201492939.12,291194.0
bitcoin,982,433.5339999999999,6522334778.05,1021957722.84
ethereum,982,0.9592978352147374,72909192.01,341506.82
ripple,982,0.0059599999999999,199883142.0,309972.0
ethereum,983,0.9531022411427652,72462361.88,217443.24
bitcoin,983,432.115,6502628563.12,758209345.88
ripple,983,0.006042,202633212.08,383534.0
ethereum,984,0.9684340117908704,73650960.93,328507.15
ripple,984,0.0060079999999999,201492939.12,320954.0
bitcoin,984,431.3430000000001,6492499350.98,833341869.28
bitcoin,985,456.434,6870164692.05,1637948558.26
ethereum,985,0.9589767803876824,72931723.31,642269.52
ripple,985,0.0060079999999999,201492939.12,320954.0
bitcoin,986,454.6963000000001,6847658073.56,1501742593.98
ethereum,986,0.9955747811931686,75767382.44,554403.4
ripple,986,0.0059409999999999,199245930.64,289496.0
ripple,987,0.005995,201056952.4,313463.0
ethereum,987,1.02478096778813,78016544.33,254045.63
bitcoin,987,448.7090000000001,6759240198.75,1085553694.14
bitcoin,988,447.2069999999999,6738604517.4,1361099089.94
ethereum,988,1.01996585607406,77676004.65,404315.93
ripple,988,0.0059499999999999,199547767.6,192853.0
bitcoin,989,448.3490000000001,6757695467.6,1182725805.93
ethereum,989,1.068726621062779,81416101.64,1025253.04
ripple,989,0.005901,197904433.04,217804.0
ethereum,990,1.167362900827917,88958959.9,2962550.39
ripple,990,0.005883,197300759.13,297315.0
bitcoin,990,445.792,6721027667.2,888588584.76
ripple,991,0.005789,194148239.77,485992.0
ethereum,991,1.12958834642001,86108971.48,1003321.36
bitcoin,991,432.1200000000001,6516499236.0,1584488640.98
bitcoin,992,429.2429999999999,6474583370.17,1266295629.46
ethereum,992,1.157377553252501,88257219.96,731050.85
ripple,992,0.005527,185361430.51,849158.0
bitcoin,993,365.912,5519407460.2,1576734613.7
ethereum,993,1.21073546288485,92329493.83,4049516.21
ripple,993,0.0054739999999999,183583946.19,724813.0
bitcoin,994,384.813,5806905132.6,1710583688.22
ethereum,994,1.215691295024754,92765190.35,2377737.14
ripple,994,0.00511,171376318.06,329552.0
bitcoin,995,386.3560000000001,5830189311.2,1476285800.55
ethereum,995,1.321855711753408,100866229.13,1176009.01
ripple,995,0.00511,171376318.06,329552.0
ripple,996,0.005331,178788092.28,524883.0
ethereum,996,1.39830112692888,106770205.0,4073710.12
bitcoin,996,385.1320000000001,5814809590.7,1357696058.82
bitcoin,997,379.015,5723770825.5,1157108220.85
ethereum,997,1.3769900190471,105177492.61,1684557.29
ripple,997,0.005271,176775845.89,220146.0
bitcoin,998,418.848,6326929406.4,1674254290.15
ethereum,998,1.565411904541257,119608403.91,2899771.05
ripple,998,0.0053689999999999,180062515.0,725223.0
bitcoin,999,407.8150000000002,6161646248.88,1484721462.29
ethereum,999,1.544691862235827,118064297.76,1670627.32
ripple,999,0.005319,178385643.0,349802.0
bitcoin,1000,377.2100000000001,5700897323.25,1626853795.96
ethereum,1000,1.471341822504971,112494896.69,1585027.99
ripple,1000,0.0051039999999999,171175093.42,355429.0
ethereum,1001,1.692156284936261,129390552.65,2212028.8
ripple,1001,0.005147,172617203.34,327528.0
bitcoin,1001,389.6409999999999,5889248376.55,755378842.13
ripple,1002,0.0052219999999999,175132511.33,342213.0
ethereum,1002,2.131691495370684,163090024.69,9578400.62
bitcoin,1002,403.0559999999999,6094932220.8,1458284443.52
bitcoin,1003,392.3260000000001,5934195570.05,1332190240.79
ethereum,1003,2.48139608647395,189898537.78,10884776.21
ripple,1003,0.005127,173908751.38,406317.0
bitcoin,1004,392.4559999999998,5937437389.8,1231352757.48
ethereum,1004,2.086782726986503,159744115.07,11669540.23
ripple,1004,0.00536,181812152.8,764678.0
ethereum,1005,2.384501158704437,182534589.03,7048626.22
bitcoin,1005,394.491,5968224752.18,1023661369.62
ripple,1005,0.00536,181812152.8,764678.0
bitcoin,1006,379.5519999999999,5745544310.4,1144817695.52
ethereum,1006,2.519719734523484,193030853.2,5043090.7
ripple,1006,0.0062339999999999,211458388.16,2212140.0
ripple,1007,0.0068869999999999,233608264.24,2889670.0
bitcoin,1007,378.912,5737400248.8,1378222858.25
ethereum,1007,2.486203232055895,190524391.84,6527897.66
ripple,1008,0.006632,224958618.91,1235620.0
ethereum,1008,2.437601273512591,186862759.72,3674090.4
bitcoin,1008,376.921,5709052772.55,926767404.35
bitcoin,1009,364.352,5520342696.0,795209372.71
ethereum,1009,2.298766557449123,176275775.71,5834817.71
ripple,1009,0.0064049999999999,217258738.56,957898.0
bitcoin,1010,371.041,5623172735.12,1028395380.88
ethereum,1010,2.221883059355513,170434539.3,3991411.34
ripple,1010,0.006551,222211084.51,842502.0
bitcoin,1011,372.8679999999999,5652529732.8,669492000.73
ethereum,1011,2.403111855327034,184396131.6,3602402.31
ripple,1011,0.00677,229639603.44,823529.0
bitcoin,1012,368.124,5582278351.5,701511710.56
ethereum,1012,2.515949933456795,193120920.36,4030697.34
ripple,1012,0.006881,233404743.17,803020.0
bitcoin,1013,388.3759999999999,5891023099.6,1068491901.08
ethereum,1013,2.557178944302694,196350197.91,3532651.02
ripple,1013,0.0069769999999999,236661080.24,1174280.0
bitcoin,1014,385.7330000000001,5852736452.33,1099201402.33
ethereum,1014,2.532878565491474,194548161.02,2640353.61
ripple,1014,0.007265,246430091.43,1180190.0
ripple,1015,0.007893,267731963.07,1849760.0
ethereum,1015,2.517776369343559,193450250.47,1924574.72
bitcoin,1015,374.9049999999999,5690251854.25,979578026.0
bitcoin,1016,375.5170000000002,5701239912.88,551083226.54
ethereum,1016,2.950776113177157,226795324.21,7099203.55
ripple,1016,0.008349,283199564.13,2471040.0
bitcoin,1017,371.1359999999999,5636117688.0,542257471.06
ethereum,1017,3.165335693696386,243366581.58,9781404.74
ripple,1017,0.007991,272419913.13,1048800.0
bitcoin,1018,373.909,5679902055.4,465479007.44
ethereum,1018,3.720453286688504,286139280.98,16355217.95
ripple,1018,0.007778,265158563.93,771055.0
bitcoin,1019,379.829,5771368714.85,814090887.71
ethereum,1019,4.427431437703359,340624194.15,29316397.61
ripple,1019,0.00787,268294921.33,679746.0
ethereum,1020,6.005000308112697,462140079.76,28752968.92
ripple,1020,0.0078099999999999,266249470.85,549706.0
bitcoin,1020,377.058,5730998806.5,503979335.12
bitcoin,1021,382.72,5818750496.0,658159244.5
ethereum,1021,5.475649283683189,421542668.46,9902598.24
ripple,1021,0.007941,270715371.07,835967.0
bitcoin,1022,390.4240000000001,5937412022.4,740171994.73
ethereum,1022,5.373284921940013,413798928.62,25637385.48
ripple,1022,0.0082739999999999,282067621.23,673950.0
bitcoin,1023,404.1440000000001,6147686974.0,1319015072.57
ethereum,1023,5.169512436402438,398234915.54,11552061.71
ripple,1023,0.008542,291203966.71,1135610.0
bitcoin,1024,399.379,6076721221.07,1388195099.85
ethereum,1024,5.319058286377442,409885035.83,13786358.78
ripple,1024,0.008617,293760779.81,749244.0
bitcoin,1025,407.0129999999998,6194279970.37,1111797900.45
ethereum,1025,4.368970122064963,336781865.26,15444552.59
ripple,1025,0.008452,288135790.99,998678.0
ethereum,1026,3.744022470740231,288700599.27,14847989.05
ripple,1026,0.0081589999999999,278147174.48,1536300.0
bitcoin,1026,416.8499999999999,6345582495.0,1296165324.18
bitcoin,1027,421.4220000000001,6417045471.75,1445224878.52
ethereum,1027,4.397939042003922,339233532.71,17707643.87
ripple,1027,0.007989,272351731.45,879841.0
bitcoin,1028,419.377,6387331882.93,601898504.28
ethereum,1028,4.493895382965731,346746765.74,7215680.13
ripple,1028,0.0082469999999999,281147168.51,717554.0
bitcoin,1029,441.1199999999998,6720209556.0,1385245439.88
ethereum,1029,4.301875677560981,332040532.29,8703306.94
ripple,1029,0.008295,282783528.9,481937.0
ripple,1030,0.008098,276067633.16,495910.0
bitcoin,1030,438.6499999999999,6684028071.25,1506908216.59
ethereum,1030,4.653970273276003,359334417.72,6458218.23
ripple,1031,0.0080569999999999,274669908.66,587656.0
ethereum,1031,5.608714257576696,433193897.22,15140246.89
bitcoin,1031,437.8029999999999,6672478907.47,1166708341.42
bitcoin,1032,420.3020000000001,6407178255.95,1465084346.96
