cryptocurrency_id,timestamp,current_supply
bitcoin,2014-08-30,13208564
bitcoin,2014-08-31,13213264
bitcoin,2014-09-01,13216664
bitcoin,2014-09-02,13220339
bitcoin,2014-09-03,13224564
bitcoin,2014-09-04,13228514
bitcoin,2014-09-05,13232139
bitcoin,2014-09-06,13236614
bitcoin,2014-09-07,13240489
bitcoin,2014-09-08,13244089
bitcoin,2014-09-09,13247739
bitcoin,2014-09-10,13251664
bitcoin,2014-09-11,13255914
bitcoin,2014-09-12,13259764
bitcoin,2014-09-13,13264289
bitcoin,2014-09-14,13268239
bitcoin,2014-09-15,13272189
bitcoin,2014-09-16,13276464
bitcoin,2014-09-17,13281114
bitcoin,2014-09-18,13285589
bitcoin,2014-09-19,13289864
bitcoin,2014-09-20,13294264
bitcoin,2014-09-21,13298364
bitcoin,2014-09-22,13302564
bitcoin,2014-09-23,13306314
bitcoin,2014-09-24,13310214
bitcoin,2014-09-25,13314514
bitcoin,2014-09-26,13317864
bitcoin,2014-09-27,13321214
bitcoin,2014-09-28,13324464
bitcoin,2014-09-29,13327889
bitcoin,2014-09-30,13331714
bitcoin,2014-10-01,13335589
bitcoin,2014-10-02,13339039
bitcoin,2014-10-03,13342689
bitcoin,2014-10-04,13346539
bitcoin,2014-10-05,13350764
bitcoin,2014-10-06,13354789
bitcoin,2014-10-07,13358139
bitcoin,2014-10-08,13361739
bitcoin,2014-10-09,13365439
bitcoin,2014-10-10,13369314
bitcoin,2014-10-11,13372914
bitcoin,2014-10-12,13376614
bitcoin,2014-10-13,13380489
bitcoin,2014-10-14,13383789
bitcoin,2014-10-15,13387564
bitcoin,2014-10-16,13391264
bitcoin,2014-10-17,13394814
bitcoin,2014-10-18,13398914
bitcoin,2014-10-19,13402239
bitcoin,2014-10-20,13405664
bitcoin,2014-10-21,13409489
bitcoin,2014-10-22,13413464
bitcoin,2014-10-23,13417239
bitcoin,2014-10-24,13421214
bitcoin,2014-10-25,13425089
bitcoin,2014-10-26,13428214
bitcoin,2014-10-27,13432189
bitcoin,2014-10-28,13435639
bitcoin,2014-10-29,13439514
bitcoin,2014-10-30,13443764
bitcoin,2014-10-31,13448464
bitcoin,2014-11-01,13452439
bitcoin,2014-11-02,13456314
bitcoin,2014-11-03,13460539
bitcoin,2014-11-04,13464589
bitcoin,2014-11-05,13468039
bitcoin,2014-11-06,13471889
bitcoin,2014-11-07,13475639
bitcoin,2014-11-08,13479464
bitcoin,2014-11-09,13483214
bitcoin,2014-11-10,13486889
bitcoin,2014-11-11,13490114
bitcoin,2014-11-12,13493789
bitcoin,2014-11-13,13497414
bitcoin,2014-11-14,13501264
bitcoin,2014-11-15,13504764
bitcoin,2014-11-16,13508514
bitcoin,2014-11-17,13512114
bitcoin,2014-11-18,13515964
bitcoin,2014-11-19,13519489
bitcoin,2014-11-20,13522939
bitcoin,2014-11-21,13526114
bitcoin,2014-11-22,13529964
bitcoin,2014-11-23,13533514
bitcoin,2014-11-24,13537189
bitcoin,2014-11-25,13540489
bitcoin,2014-11-26,13543914
bitcoin,2014-11-27,13547439
bitcoin,2014-11-28,13551139
bitcoin,2014-11-29,13555064
bitcoin,2014-11-30,13559064
bitcoin,2014-12-01,13562314
bitcoin,2014-12-02,13566064
bitcoin,2014-12-03,13568964
bitcoin,2014-12-04,13572614
bitcoin,2014-12-05,13576514
bitcoin,2014-12-06,13579939
bitcoin,2014-12-07,13583089
bitcoin,2014-12-08,13587164
bitcoin,2014-12-09,13590714
bitcoin,2014-12-10,13594289
bitcoin,2014-12-11,13597989
bitcoin,2014-12-12,13601514
bitcoin,2014-12-13,13605164
bitcoin,2014-12-14,13608689
bitcoin,2014-12-15,13612214
bitcoin,2014-12-16,13615789
bitcoin,2014-12-17,13618989
bitcoin,2014-12-18,13622214
bitcoin,2014-12-19,13625639
bitcoin,2014-12-20,13628989
bitcoin,2014-12-21,13632289
bitcoin,2014-12-22,13636389
bitcoin,2014-12-23,13640139
bitcoin,2014-12-24,13643964
bitcoin,2014-12-25,13647914
bitcoin,2014-12-26,13651714
bitcoin,2014-12-27,13655514
bitcoin,2014-12-28,13659739
bitcoin,2014-12-29,13663839
bitcoin,2014-12-30,13667714
bitcoin,2014-12-31,13671514
bitcoin,2015-01-01,13675639
bitcoin,2015-01-02,13679764
bitcoin,2015-01-03,13683814
bitcoin,2015-01-04,13688114
bitcoin,2015-01-05,13692014
bitcoin,2015-01-06,13695964
bitcoin,2015-01-07,13699464
bitcoin,2015-01-08,13703139
bitcoin,2015-01-09,13706639
bitcoin,2015-01-10,13710314
bitcoin,2015-01-11,13714189
bitcoin,2015-01-12,13717739
bitcoin,2015-01-13,13720914
bitcoin,2015-01-14,13724539
bitcoin,2015-01-15,13728314
bitcoin,2015-01-16,13731789
bitcoin,2015-01-17,13735239
bitcoin,2015-01-18,13739064
bitcoin,2015-01-19,13742664
bitcoin,2015-01-20,13745614
bitcoin,2015-01-21,13749339
bitcoin,2015-01-22,13752714
bitcoin,2015-01-23,13755814
bitcoin,2015-01-24,13758964
bitcoin,2015-01-25,13762089
bitcoin,2015-01-26,13765264
bitcoin,2015-01-27,13768989
bitcoin,2015-01-28,13773089
bitcoin,2015-01-29,13777189
bitcoin,2015-01-30,13780639
bitcoin,2015-01-31,13784789
bitcoin,2015-02-01,13788664
bitcoin,2015-02-02,13792639
bitcoin,2015-02-03,13795814
bitcoin,2015-02-04,13799789
bitcoin,2015-02-05,13803764
bitcoin,2015-02-06,13808189
bitcoin,2015-02-07,13812164
bitcoin,2015-02-08,13815464
bitcoin,2015-02-09,13819489
bitcoin,2015-02-10,13823089
bitcoin,2015-02-11,13827039
bitcoin,2015-02-12,13830014
bitcoin,2015-02-13,13833664
bitcoin,2015-02-14,13837664
bitcoin,2015-02-15,13841164
bitcoin,2015-02-16,13845089
bitcoin,2015-02-17,13848814
bitcoin,2015-02-18,13852989
bitcoin,2015-02-19,13857139
bitcoin,2015-02-20,13861089
bitcoin,2015-02-21,13864639
bitcoin,2015-02-22,13868414
bitcoin,2015-02-23,13871964
bitcoin,2015-02-24,13875189
bitcoin,2015-02-25,13879164
bitcoin,2015-02-26,13882914
bitcoin,2015-02-27,13886714
bitcoin,2015-02-28,13890264
bitcoin,2015-03-01,13893764
bitcoin,2015-03-02,13897714
bitcoin,2015-03-03,13901664
bitcoin,2015-03-04,13905164
bitcoin,2015-03-05,13908464
bitcoin,2015-03-06,13912164
bitcoin,2015-03-07,13915664
bitcoin,2015-03-08,13919564
bitcoin,2015-03-09,13923164
bitcoin,2015-03-10,13926964
bitcoin,2015-03-11,13930814
bitcoin,2015-03-12,13934089
bitcoin,2015-03-13,13937739
bitcoin,2015-03-14,13941014
bitcoin,2015-03-15,13944589
bitcoin,2015-03-16,13948064
bitcoin,2015-03-17,13951264
bitcoin,2015-03-18,13955089
bitcoin,2015-03-19,13958514
bitcoin,2015-03-20,13961914
bitcoin,2015-03-21,13965689
bitcoin,2015-03-22,13969239
