cryptocurrency_id,timestamp,price_usd,market_cap,total_volume_24h
gmd-protocol,2022-11-03,24.31657623323362,0.0,912018.83
gmd-protocol,2022-11-04,24.31657623323362,0.0,912018.83
gmd-protocol,2022-11-05,46.735968068875565,0.0,959601.97
gmd-protocol,2022-11-06,37.24058607564638,0.0,541146.36
gmd-protocol,2022-11-07,30.908312547616156,0.0,312466.55
gmd-protocol,2022-11-08,31.636531152835612,0.0,234982.26
gmd-protocol,2022-11-09,28.843543135631915,0.0,774935.4
gmd-protocol,2022-11-10,15.126805126586374,0.0,922356.01
gmd-protocol,2022-11-11,27.3996607305103,0.0,401684.32
gmd-protocol,2022-11-12,23.86426989055732,0.0,197846.02
gmd-protocol,2022-11-13,23.834391375684877,0.0,95045.02
gmd-protocol,2022-11-14,28.112261612022586,0.0,338691.81
gmd-protocol,2022-11-15,36.488864480278814,0.0,439046.2
gmd-protocol,2022-11-16,46.257958976973875,0.0,380460.02
gmd-protocol,2022-11-17,55.033695221241125,0.0,805446.19
gmd-protocol,2022-11-18,46.39585701242531,0.0,480534.18
gmd-protocol,2022-11-19,47.5058768391049,0.0,328737.14
gmd-protocol,2022-11-20,55.416282444897995,0.0,154113.65
gmd-protocol,2022-11-21,46.92946215927916,0.0,415867.72
gmd-protocol,2022-11-22,42.734190778078045,0.0,277585.66
gmd-protocol,2022-11-23,48.1623171016153,0.0,153111.15
gmd-protocol,2022-11-24,55.95094859834757,0.0,278249.34
gmd-protocol,2022-11-25,76.12838304817335,0.0,1058438.55
gmd-protocol,2022-11-26,76.39552774834077,0.0,284683.32
gmd-protocol,2022-11-27,87.06656261441903,0.0,559077.09
gmd-protocol,2022-11-28,81.2567230936398,0.0,231196.72
gmd-protocol,2022-11-29,70.91588200150674,0.0,177960.94
gmd-protocol,2022-11-30,74.0894288073971,0.0,217220.04
gmd-protocol,2022-12-01,78.69491719029924,0.0,104874.81
gmd-protocol,2022-12-02,67.855377524741,0.0,1426525.67
gmd-protocol,2022-12-03,81.68509914262812,0.0,572984.58
gmd-protocol,2022-12-04,72.90581154487587,0.0,199133.82
gmd-protocol,2022-12-05,69.96912373328685,0.0,400735.06
gmd-protocol,2022-12-06,68.5613607584115,0.0,425941.61
gmd-protocol,2022-12-07,73.22366284802769,0.0,242581.97
gmd-protocol,2022-12-08,73.17264980096968,0.0,768556.32
gmd-protocol,2022-12-09,81.669674143157,0.0,418414.2
gmd-protocol,2022-12-10,75.559090086134,0.0,165757.87
gmd-protocol,2022-12-11,78.22697683372873,0.0,147270.47
gmd-protocol,2022-12-12,74.61389067745098,0.0,197824.74
gmd-protocol,2022-12-13,73.38712770441228,0.0,90123.31
gmd-protocol,2022-12-14,71.56192143172996,0.0,235745.02
gmd-protocol,2022-12-15,70.02400458838757,0.0,326714.68
