cryptocurrency_id,timestamp,price_btc,price_eth,price_eur,price_usd,price_satoshis,market_cap_btc,market_cap_eth,market_cap_eur,market_cap_usd,market_cap_satoshis,total_volume_btc,total_volume_eth,total_volume_eur,total_volume_usd,total_volume_satoshis
solana,2021-01-03,5.609319737128219e-05,0.0023175668815862,1.485479790082192,1.802628913180411,5609.31973712822,2627.7003802480017,108191.63279001995,69292545.7581306,84086466.39653847,262770038024.80017,1287.2073310843446,53182.72482330338,34088277.46642895,41366106.07008067,128720733108.43443
solana,2021-01-04,6.524477038320298e-05,0.0022210254881359,1.753189066481721,2.14770799035378,6524.477038320298,2982.514590964632,101395.33244609508,81468663.50020616,99775343.80647424,298251459096.46326,2164.299997891077,73675.87365325638,58156800.47003291,71243785.08334851,216429999789.1077
solana,2021-01-05,7.740720513768275e-05,0.0023747103290959,1.977081986587692,2.4217846067950366,7740.720513768275,3573.4218193703987,109625.99269127467,91269900.48265326,111799126.97201678,357342181937.03986,2389.8268586009376,73315.481624433,61039326.05239141,74768826.60691226,238982685860.09372
solana,2021-01-06,6.344240310690565e-05,0.0019599701044532,1.7577378217780193,2.1618689571522256,6344.240310690565,2948.406271952194,91368.1206486253,81583995.65298618,100329573.08891997,294840627195.2194,1908.7170894146684,58967.31917307609,52882993.94152408,65041612.88843685,190871708941.46683
solana,2021-01-07,5.213156263644208e-05,0.0015927284953084,1.5585475768128303,1.9231854639663053,5213.156263644208,2446.040672116321,74684.91775749708,72787882.65399756,89806036.82660183,244604067211.63208,1809.9326481079927,55297.2356369683,54110523.45726621,66770224.861168616,180993264810.7993
solana,2021-01-08,6.004127137328507e-05,0.0019262665480835,1.929315461896807,2.367409284882969,6004.127137328507,15775.343211267742,506186.1119987952,503364269.16105264,617487734.823374,1577534321126.7742,5560.559103277347,178395.9390648455,178678305.92803547,219251174.2197483,556055910327.7347
solana,2021-01-09,7.939488971026285e-05,0.0026492274780505,2.6469287420748397,3.2344821232005927,7939.488971026285,20463.07787688789,683730.4704032976,681677827.8243994,832993617.4072843,2046307787688.7896,7038.806390180068,234869.01196781,234665216.0114952,286755149.1133893,703880639018.0068
solana,2021-01-10,8.411888988488174e-05,0.0026421018771843,2.771851731506083,3.3885883690214627,8411.888988488174,22142.107935863936,694135.858356091,732635959.1264724,895647361.5109031,2214210793586.3936,2983.086150241703,93696.16655833724,98297451.64368089,120168621.4158514,298308615024.1703
solana,2021-01-11,9.055713950238296e-05,0.0027420899042019,2.848957173784415,3.4737322317991124,9055.713950238294,23666.311912372195,713181.6073249952,748583562.8335261,912330458.1173432,2366631191237.22,2109.108705961904,63864.27090412227,66353248.47008021,80904486.74204415,210910870596.19043
solana,2021-01-12,8.742373075490572e-05,0.0028474356581688,2.55581229146379,3.1076274895234994,8742.373075490572,23051.433887705225,747986.2546581973,672035721.4605774,817258464.2688268,2305143388770.5225,2983.26581856592,97166.4946831862,87215077.43899056,106045335.58882752,298326581856.592
solana,2021-01-13,0.0001057313140276,0.0034254884759455,2.937947641350058,3.58676467736862,10573.131402768478,27747.11630259465,898776.9098898747,768783546.4766167,938493137.5207736,2774711630259.4653,2875.637487401532,93165.04920682064,79905110.90476924,97551374.06150249,287563748740.1532
solana,2021-01-14,9.419908813388396e-05,0.0031098355064003,2.894841103436096,3.520762208941768,9419.908813388396,24751.93962794937,817755.4885997361,757896120.3696373,921726565.2583522,2475193962794.937,2007.0849334706868,66260.76869870679,61679917.27521072,75016318.35179248,200708493347.0687
solana,2021-01-15,8.356556144853638e-05,0.0026866886536666,2.697956519812541,3.2781934892090505,8356.556144853637,21997.859181361862,709635.9556742185,707031608.9107802,859145982.5611855,2199785918136.1865,1947.6586324234092,62618.52679791454,62881146.42719185,76404702.33595315,194765863242.3409
solana,2021-01-16,8.845618471041335e-05,0.0027774008674146,2.6962313811608376,3.2557793953909067,8845.618471041334,23206.853929131896,728027.9713451308,707837484.2150111,854734765.1596448,2320685392913.189,1577.8519534564664,49542.35137462399,48094477.12065326,58075508.18361369,157785195345.64664
solana,2021-01-17,9.538312493843565e-05,0.0027969908224993,2.857623402621044,3.451865500376336,9538.312493843565,24913.592424488703,730871.5562253009,748380934.9935899,904006570.0309956,2491359242448.8706,2757.8020257752955,80869.0946259346,82622157.88943577,99803415.70677254,275780202577.52954
