cryptocurrency_id,timestamp,price_btc,price_eth,price_eur,price_usd,price_satoshis,market_cap_btc,market_cap_eth,market_cap_eur,market_cap_usd,market_cap_satoshis,total_volume_btc,total_volume_eth,total_volume_eur,total_volume_usd,total_volume_satoshis
okb,2018-06-07,0.000625848056586,0.0079574295641248,4.040334073708983,4.7599365163078975,62584.80565860411,0.0,0.0,0.0,0.0,0.0,6019.256671258958,76532.65115371787,38858965.16152912,45779929.05633715,601925667125.8958
okb,2018-06-08,0.0006181382687807,0.0079079396192195,3.990742003339797,4.706363380851842,61813.826878076645,0.0,0.0,0.0,0.0,0.0,5766.281922296895,73768.94713032825,37227501.72999026,43903151.53322292,576628192229.6895
okb,2018-06-09,0.0006574950893611,0.0084185925837114,4.220047647469039,4.971429502472776,65749.50893611653,0.0,0.0,0.0,0.0,0.0,10604.781832787095,135784.03722546887,68065427.93932979,80184515.63194144,1060478183278.7096
okb,2018-06-10,0.0006893995187699,0.0087966123849192,4.340003420329965,5.1105700640115685,68939.95187699348,0.0,0.0,0.0,0.0,0.0,6880.77348442061,87797.41732178007,43316799.10392693,51007687.1673298,688077348442.061
okb,2018-06-11,0.0006245097399353,0.0080810424334481,3.586429783246253,4.226070982940137,62450.97399353328,0.0,0.0,0.0,0.0,0.0,11880.09374148401,153726.25196880783,68224911.95514032,80392852.5449308,1188009374148.4011
okb,2018-06-12,0.0006338402529728,0.0082416396989226,3.703685897053764,4.360904772621183,63384.02529728664,0.0,0.0,0.0,0.0,0.0,9074.157513906895,117988.62008231264,53022554.27021627,62431403.85028046,907415751390.6896
okb,2018-06-13,0.0006196369166784,0.0082213031663203,3.4715527664218344,4.078345292407368,61963.69166784633,0.0,0.0,0.0,0.0,0.0,8605.001018551788,114170.6057463964,48210031.20851409,56636660.035189696,860500101855.1787
okb,2018-06-14,0.0006298559137528,0.0083905764949631,3.379040653250448,3.988941890410424,62985.59137528488,0.0,0.0,0.0,0.0,0.0,8201.25209537662,109252.34098498274,43997942.43847833,51939367.913755804,820125209537.662
okb,2018-06-15,0.0006356301416227,0.0081734379607133,3.6517060569003066,4.22302666537951,63563.01416227319,0.0,0.0,0.0,0.0,0.0,7146.7189684745135,91898.19721631423,41058022.95265063,47481676.5246396,714671896847.4513
okb,2018-06-16,0.0006212224752361,0.0081948540985085,3.42622822769908,3.981347511183379,62122.24752361001,0.0,0.0,0.0,0.0,0.0,5034.921686023705,66418.15172366308,27769102.84572749,32268267.364337,503492168602.3705
okb,2018-06-17,0.0006202619944036,0.0081630194021998,3.4584834116572147,4.018828696860473,62026.19944036075,0.0,0.0,0.0,0.0,0.0,2801.558057728602,36870.18225841345,15621047.487788202,18151977.74473688,280155805772.86017
okb,2018-06-18,0.0006144076661476,0.0080270901980781,3.4024580569467657,3.943790649011366,61440.7666147627,0.0,0.0,0.0,0.0,0.0,3355.461864496664,43838.31212817997,18581829.10903184,21538206.39525771,335546186449.6664
okb,2018-06-19,0.0006007968037904,0.0078290687699557,3.449216328481235,4.01213957098882,60079.68037904595,0.0,0.0,0.0,0.0,0.0,3178.4260477335038,41418.52278662093,18247565.488940384,21225627.099076275,317842604773.35034
okb,2018-06-20,0.0007875647798013,0.0099313583750969,4.553759404853697,5.278380799372324,78756.47798013777,0.0,0.0,0.0,0.0,0.0,27218.13137728805,343226.39094715466,157377303.9636531,182420120.53015283,2721813137728.805
okb,2018-06-21,0.0007346353567639,0.0093109906547568,4.260601694551551,4.932644976766066,73463.53567639286,220390.6070291786,2793297.1964270505,1278180508.3654652,1479793493.0298195,22039060702917.86,9002.141011817104,114095.85730130746,52208945.42632938,60444090.02812064,900214101181.7104
okb,2018-06-22,0.0006966855357113,0.0089527558094576,4.016483143590198,4.6616780295987885,69668.55357113639,209005.6607134092,2685826.7428372954,1204944943.0770595,1398503408.8796363,20900566071340.92,6949.167726481245,89300.26323946226,40062859.93420786,46498428.421450265,694916772648.1245
okb,2018-06-23,0.0006927959016915,0.0090998939110351,3.616118417946489,4.21874505538262,69279.59016915273,207838.7705074582,2729968.173310549,1084835525.383947,1265623516.614786,20783877050745.82,6629.778029800249,87082.32334745611,34604798.29907006,40371692.74993444,662977802980.0249
okb,2018-06-24,0.0006446721423958,0.0084089968685409,3.4091320138705123,3.9772643382708033,64467.214239589804,193401.64271876944,2522699.0605622786,1022739604.1611536,1193179301.481241,19340164271876.945,8920.06948931246,116351.91203396604,47170790.33219629,55031809.1036,892006948931.246
okb,2018-06-25,0.0006126222421481,0.0082804937838838,3.235865057457908,3.773612366976847,61262.22421481974,183786.6726444592,2484148.135165159,970759517.2373724,1132083710.093054,18378667264445.92,10413.79981465127,140757.8744275674,55005594.99346416,64146616.07778005,1041379981465.127
okb,2018-06-26,0.0006197692429288,0.0084291524231854,3.3073023432445106,3.8701543745532914,61976.92429288986,185930.7728786696,2528745.7269556224,992190702.9733531,1161046312.3659875,18593077287866.96,5970.982549236644,81208.1635188048,31863221.3551584,37285851.94725554,597098254923.6644
okb,2018-06-27,0.0006099362516101,0.008597864826576,3.177857597391163,3.702234718441831,60993.62516101939,182980.87548305816,2579359.447972816,953357279.2173488,1110670415.5325494,18298087548305.816,3070.2999857666728,43279.97259544925,15996714.591534425,18636326.62155879,307029998576.6673
okb,2018-06-28,0.0006225546183239,0.0086971936660232,3.293811059717388,3.8082790998781246,62255.46183239065,186766.385497172,2609158.099806968,988143317.9152164,1142483729.9634373,18676638549717.195,4338.441129426193,60608.758815164,22953817.951763865,26539028.372686893,433844112942.61926
