cryptocurrency_id,timestamp,price_btc,price_eth,price_eur,price_usd,price_satoshis,market_cap_btc,market_cap_eth,market_cap_eur,market_cap_usd,market_cap_satoshis,total_volume_btc,total_volume_eth,total_volume_eur,total_volume_usd,total_volume_satoshis
ripple,2018-07-29,5.548175748033766e-05,0.0009756210473032,0.3894313888206901,0.454544422849451,5548.175748033767,2181303.215789151,38357208.28829691,15310761218.493338,17870724654.53012,218130321578915.1,20532.55080219388,361055.4104120097,144119799.6974676,168216669.36772478,2053255080219.388
ripple,2018-07-30,5.508474368053962e-05,0.0009709389142292,0.3884268303497593,0.4528507343740088,5508.474368053961,2165694.346900687,38173127.02636764,15271266315.617086,17804136134.522682,216569434690068.72,23701.85211205366,417775.3950959983,167132216.1848637,194852520.27703556,2370185211205.366
ripple,2018-07-31,5.455398770510658e-05,0.0009743690132182,0.3813886253713193,0.4465192649086967,5455.398770510657,2144827.312967566,38307983.71251045,14994554476.445532,17555210085.086514,214482731296756.6,30388.45732675681,542757.2286512199,212446650.6400209,248726668.7194455,3038845732675.6807
ripple,2018-08-01,5.621716526721046e-05,0.0010074461598705,0.3725116668366715,0.4354345756214204,5621.716526721046,2210216.2755636275,39608434.340583965,14645550784.46774,17119407949.638151,221021627556362.75,30210.23779534101,541386.0323804975,200182025.95566607,233995826.92066345,3021023779534.1016
ripple,2018-08-02,5.882119118367428e-05,0.0010719500653208,0.3835029608136882,0.4472984557693337,5882.119118367427,2312595.33425862,42144449.47023317,15077681019.459797,17585844506.33071,231259533425862.0,44557.77741373486,812015.3884687561,290508220.27873784,338834094.11826074,4455777741373.486
ripple,2018-08-03,5.716856011887237e-05,0.0010491882882148,0.3721481494274646,0.4311476932093057,5716.856011887237,2247621.014412263,41249554.64617968,14631258849.069351,16950866237.624617,224762101441226.28,29476.85862189597,540975.2279076113,191884461.7437247,222305399.53186357,2947685862189.597
ripple,2018-08-04,5.94266711936462e-05,0.0010565482917343,0.3807421864768304,0.4409187818195647,5942.66711936462,2335460.725211461,41522215.36344059,14963120179.66183,17328052829.884464,233546072521146.1,38755.23019826734,689030.2189117181,248301827.89506236,287546122.7245024,3875523019826.734
ripple,2018-08-05,6.139212301104774e-05,0.0010570814841066,0.3713563318158715,0.430049485612228,6139.212301104774,2412702.73514803,41543169.75680424,14594257268.566175,16900890852.054571,241270273514803.0,28776.3337338236,495485.8714533432,174065877.09271783,201577122.81443125,2877633373382.36
ripple,2018-08-06,6.180365897877452e-05,0.0010618713503552,0.3757793195126856,0.4344736711723753,6180.365897877452,2428876.047068966,41731410.89967679,14768080130.364088,17074760789.731249,242887604706896.6,29541.69091877215,507566.635148066,179619729.5458316,207675194.61148027,2954169091877.215
ripple,2018-08-07,5.967961853312889e-05,0.0010213277853328,0.3575812110823331,0.4133342092283022,5967.96185331289,2345401.523931005,40138053.87886362,14052896751.27601,16243982586.429096,234540152393100.56,37292.79586664448,638210.657968717,223446520.5778489,258285637.01182637,3729279586664.448
ripple,2018-08-08,5.658125457136155e-05,0.0010064476856858,0.3276565563945283,0.380186552113498,5658.125457136155,2223636.208799373,39553267.82884958,12876861574.896223,14941283818.864971,222363620879937.28,50254.03012232532,893901.2168634586,291016213.4008648,337672018.5289978,5025403012232.532
ripple,2018-08-09,5.2932517193380056e-05,0.0009384528107161,0.2857472071972224,0.3317368870611741,5293.251719338005,2080241.287432855,36881077.7697764,11229829407.293585,13037218058.381136,208024128743285.5,61773.75186884954,1095201.1002615232,333475111.5298469,387146374.9247961,6177375186884.954
ripple,2018-08-10,5.300687250207463e-05,0.0009519296685404,0.3004488024411796,0.3462053831045791,5300.687250207463,2083163.4417396523,37410716.59213997,11807600256.654043,13605828138.392862,208316344173965.25,59398.29681851632,1066710.7552912976,336676100.7352486,387949885.27212375,5939829681851.632
ripple,2018-08-11,5.2097087817135744e-05,0.0009647452451063,0.2808438369468747,0.320764594563243,5209.708781713574,2047409.017717652,37914367.14398015,11037127571.386587,12606008339.247646,204740901771765.2,50125.28096194813,928230.8953122644,270214263.8530233,308624072.8380873,5012528096194.8125
ripple,2018-08-12,4.808486618366657e-05,0.0009475310610804,0.2632439600158169,0.3006629699396571,4808.486618366657,1889729.210695028,37237851.87059223,10345454615.19658,11816017012.485464,188972921069502.8,49356.79886382625,972594.9911213976,270207244.3539669,308616055.5470788,4935679886382.625
ripple,2018-08-13,4.707576007610863e-05,0.0009358967165764,0.2606384901493617,0.297115001806094,4707.576007610863,1850071.467219998,36780623.59064567,10243059976.196869,11676582309.78712,185007146721999.75,43217.73447694788,859196.6593731963,239278240.93623924,272765373.01604617,4321773447694.788
ripple,2018-08-14,4.445551432555344e-05,0.0009798300533441,0.2448346910303493,0.2791726475002303,4445.551432555343,1750320.2685366308,38578260.27003718,9639729258.626436,10991696997.63905,175032026853663.1,42917.14868035752,945923.4184741232,236362282.53058437,269511987.4784459,4291714868035.752
ripple,2018-08-15,4.421194499856745e-05,0.0009869981239766,0.241433710911685,0.2739365573815652,4421.194499856745,1740730.3596966304,38860484.41038977,9505824510.815062,10785539565.841751,174073035969663.03,47894.85057129988,1069216.196291489,261545415.09911516,296755785.8454655,4789485057129.988
ripple,2018-08-16,4.496363760083797e-05,0.001003635394617,0.2483619857814485,0.2816796138691155,4496.3637600837965,1765490.275481779,39407588.52866381,9751894955.409914,11060106468.746157,176549027548177.88,54407.61487685407,1214434.8398112715,300526914.4904754,340842439.975679,5440761487685.406
ripple,2018-08-17,4.6401108060379945e-05,0.0010210873984362,0.2570510127573903,0.2923569103181396,4640.110806037995,1826115.851612516,40193231.00640566,10114724055.92845,11503979081.78164,182611585161251.6,38880.054326935286,855581.5837865428,215386178.4463437,244969420.5843744,3888005432693.528
ripple,2018-08-18,5.583502217835822e-05,0.0011625863281717,0.3195867412905726,0.3659425085627602,5583.502217835822,2196325.6467400435,45756420.76501567,12569089699.295675,14392224772.330652,219632564674004.38,80233.04048980527,1670597.2757229358,459235350.0292887,525847021.4745813,8023304048980.526
ripple,2018-08-19,5.108440081161163e-05,0.0011132167266357,0.2850220853024728,0.3263642805398596,5108.440081161163,2010957.4698005936,43818600.445842914,11220784461.41232,12848349081.28397,201095746980059.3,69616.71541479843,1517067.6531764132,388421926.93242747,444762175.5159049,6961671541479.843
ripple,2018-08-20,5.302436794556204e-05,0.0011478395459518,0.3004796698004055,0.3437034751291751,5302.436794556204,2087918.3807836515,45194886.19724628,11831343188.51926,13533274221.317991,208791838078365.12,52633.21898077269,1139372.1890075104,298263098.1308792,341168051.0647279,5263321898077.269
ripple,2018-08-21,5.077556852094292e-05,0.0011748861745599,0.2772079044746461,0.3184913962377795,5077.5568520942925,1999155.966970595,46258087.793029256,10914340350.385742,12539770479.47644,199915596697059.5,48181.24492412416,1114856.6167425811,263044261.82618168,302218417.5452294,4818124492412.416
ripple,2018-08-22,5.170352705187991e-05,0.0011935470212573,0.2891185984624644,0.3346330424676114,5170.35270518799,2037442.4181230995,47033306.76949907,11393178637.993134,13187602526.11972,203744241812309.97,39227.7335032486,905550.3007850746,219355776.6366333,253887820.8082218,3922773350324.86
ripple,2018-08-23,5.0273305464887656e-05,0.0011859074645088,0.2755565855765723,0.3193222552345032,5027.330546488765,1987264.513349193,46891812.27687453,10894449927.21537,12622787195.61311,198726451334919.28,46122.17668021562,1087985.6237554485,252803538.73361573,292955423.1148977,4612217668021.562
ripple,2018-08-24,5.021657791727098e-05,0.0011873774340662,0.2837281447488893,0.3274691863814143,5021.657791727098,1984271.546950923,46919797.20184219,11210498241.511168,12938768345.759274,198427154695092.3,34363.3687652401,812526.2676712589,194156098.87129003,224088236.9447054,3436336876524.01
ripple,2018-08-25,4.886445256233669e-05,0.001161649102919,0.2814716212041609,0.3272925827955357,4886.445256233669,1931481.624540456,45924524.24548921,11127012139.771524,12938386209.036669,193148162454045.6,37222.87043378306,884895.0879438675,214413160.02678105,249317627.9381173,3722287043378.3057
ripple,2018-08-26,4.861889373628501e-05,0.0011800776877228,0.2820991892429138,0.3280223130731555,4861.889373628501,1921567.1081309305,46645630.49742534,11149828754.374786,12964917156.24975,192156710813093.03,25897.370173819592,628580.9150366546,150263129.58054465,174724569.27970305,2589737017381.9595
ripple,2018-08-27,4.822247871331739e-05,0.0011800794759052,0.2780439686819794,0.3235891401594173,4822.24787133174,1906450.065919731,46663978.28682861,10963291903.355385,12757017922.36542,190645006591973.1,25975.78601270809,635668.1108480331,149772695.7493088,174306308.69864276,2597578601270.809
ripple,2018-08-28,4.902035462808621e-05,0.0011787892981287,0.2896165586490628,0.3383181301154409,4902.035462808621,1942818.7518811235,46841472.80468184,11465345512.409409,13393344196.130842,194281875188112.38,34306.737183572346,824971.8908100548,202687215.07557905,236770852.89093497,3430673718357.2344
ripple,2018-08-29,4.967361197550821e-05,0.0011893528422818,0.301459130507377,0.3523978936343251,4967.361197550821,1969881.548187733,47183432.86750098,11956173702.884882,13977910759.286558,196988154818773.28,48034.20011842129,1150099.8249482843,291509870.66244,340767467.29203665,4803420011842.129
ripple,2018-08-30,4.895772489571103e-05,0.0011946763296715,0.2943831773339563,0.3446605325145104,4895.772489571103,1940092.036037096,47356463.87518985,11665625281.22834,13658735245.760157,194009203603709.6,40389.51037615995,985593.0216571236,242862437.35436317,284340626.20150805,4038951037615.995
ripple,2018-08-31,4.8039792756963264e-05,0.0011769801887004,0.2877187900768131,0.3355618574670329,4803.979275696326,1904816.606650757,46667923.878877975,11408376481.353884,13305408387.628395,190481660665075.7,38461.00144219141,942298.751454875,230349719.78487343,268653221.49236953,3846100144219.141
ripple,2018-09-01,4.769285822365125e-05,0.0011888383114929,0.288949396163035,0.3355195032083544,4769.285822365125,1891074.5750586896,47137047.46021292,11457577719.357237,13304200788.849567,189107457505868.97,32384.81165019927,807255.1370206416,196204885.16954115,227827316.7319334,3238481165019.927
ripple,2018-09-02,4.830625423047249e-05,0.0011770248067202,0.2996828028609287,0.3479828179992207,4830.625423047249,1914711.1522664935,46645891.92129809,11878921584.627398,13793452838.62913,191471115226649.38,37126.94827913327,904631.0838730384,230328517.48096645,267450670.5538395,3712694827913.327
ripple,2018-09-03,4.696703156378967e-05,0.001163172813165,0.2954335927375957,0.3426540639875984,4696.703156378967,1862440.73797998,46125638.11229327,11716047558.711905,13586107297.704435,186244073797998.03,34960.156692825934,865813.7943815925,219907546.8587585,255056352.7135004,3496015669282.5933
ripple,2018-09-04,4.623465221907989e-05,0.0011623723706389,0.2890574695434017,0.3357545478069385,4623.465221907989,1833127.0689720016,46088047.000717886,11459483719.63921,13310757132.365768,183312706897200.2,47080.44950187564,1183636.3219286893,294345365.32237613,341896700.2962835,4708044950187.563
ripple,2018-09-05,4.494393066586843e-05,0.0011587697570046,0.2855249828201843,0.3308121774807694,4494.393066586843,1782027.7748135873,45946458.90622261,11322515866.825045,13116772261.20795,178202777481358.72,63691.98288010003,1642142.6081712756,404629769.7641004,468808206.8583943,6369198288010.003
ripple,2018-09-06,4.1338933512218016e-05,0.0012101159637173,0.2419385040214884,0.2814681761478718,4133.893351221802,1655122.0779061434,48429847.38180509,9694218425.350536,11277920397.115484,165512207790614.34,57946.55085447922,1696271.2937585164,339135546.94859844,394545978.7502645,5794655085447.922
ripple,2018-09-07,4.636306075604983e-05,0.0013144629348147,0.2594189248116879,0.3014893519633588,4636.306075604983,1837765.239336294,52148088.19580828,10282402352.70295,11949917779.488306,183776523933629.38,64871.9541783185,1839218.0733079552,362983209.67035127,421848840.5829816,6487195417831.85
ripple,2018-09-08,4.518994059306295e-05,0.0013431979771729,0.2502718337362934,0.2893650523023391,4518.994059306295,1791631.2065968737,53252586.15572486,9922530574.810629,11472459908.440998,179163120659687.38,46918.39374833524,1394573.4547976302,259844387.6060298,300432868.0842056,4691839374833.524
ripple,2018-09-09,4.440958421677746e-05,0.0013945523388214,0.2374859678751063,0.2745819954620263,4440.958421677746,1760741.659002486,55283609.46477103,9415804431.711971,10886581606.789198,176074165900248.6,48218.3762454734,1514156.2469727611,257853973.5054793,298131545.27168393,4821837624547.34
ripple,2018-09-10,4.4300918864786016e-05,0.0014166950345061,0.240063589129464,0.2774980801404045,4430.091886478602,1753965.6575191277,56062811.49269827,9517398009.249884,11000686585.72234,175396565751912.78,44478.703171178975,1422380.382587763,241026989.8845105,278611709.4954461,4447870317117.897
ripple,2018-09-11,4.263447812514907e-05,0.001368902939396,0.2318500994582246,0.2688117095167822,4263.447812514907,1680923.846678759,53991225.31848629,9138728512.149437,10596352112.37574,168092384667875.9,47918.81045557129,1538571.6764831543,260586770.5811205,302129589.07956,4791881045557.129
ripple,2018-09-12,4.199561427301111e-05,0.0014332715419727,0.2274900281093625,0.2638363935166032,4199.561427301112,1667265.384986068,56892391.85612412,9034385192.03958,10479436626.168451,166726538498606.8,49623.722949924544,1693611.8483347257,268811453.86708814,311759794.9838595,4962372294992.454
